key	読み上げる文
R-E2-06_q	アマチュア局のめんきょにんが行った通信のうち、総務大臣に報告しなければならないと電波法で決められているのはどれか。1番、宇宙無線通信。2番、非常通信。3番、無線設備の試験や調整のための通信。4番、国際通信。
R-E2-06_a	正解は、2番。非常通信。
R-E2-06_e	解説。非常通信を行ったら総務大臣に報告する。
R-E2-07_q	アマチュア局は、他人から頼まれた通報、非常の事態での人命救助・災害救援などに必要な通報と、人工衛星のアマチュア局が送る通報を除く、を送信できるか。1番、やむを得ないと判断したものはできる。2番、内容が簡単であればできる。3番、できる。4番、できない。
R-E2-07_a	正解は、4番。できない。
R-E2-07_e	解説。アマチュア局は、例外を除いて他人の依頼による通報は送れない。
R-E2-08_q	アマチュア局は、じきょくの電波がテレビやラジオの受信に支障を与えるとき、非常の場合の無線通信などを除き、どうしなければならないか。1番、注意しながら電波を発射する。2番、速やかにその周波数での電波の発射を中止する。3番、障害の状況を把握し、適切な措置をしてから電波を発射する。4番、空中線電力を小さくする。
R-E2-08_a	正解は、2番。速やかにその周波数での電波の発射を中止する。
R-E2-08_e	解説。放送の受信に支障を与えるときは、速やかにその周波数での発射を中止する。
R-E2-09_q	非常の場合の無線通信で、無線電話により連絡を設定するための応答はどう行うことになっているか。1番、応答事項の次に「非常」を3回送信する。2番、応答事項の次に「非常」を1回送信する。3番、応答事項の前に「非常」を3回つける。4番、応答事項の前に「非常」を1回つける。
R-E2-09_a	正解は、2番。応答事項の次に「非常」を1回送信する。
R-E2-09_e	解説。呼出しは「非常」3回を前につけ、応答は応答事項の次に「非常」1回。前後と回数の違いがポイント。
R-E2-10_q	アマチュア局が無線機器の試験や調整で電波を出すとき、「本日は晴天なり」の連続とじきょくのよびだしふごうの送信は、必要があるときを除き、何秒間を超えてはならないか。1番、5秒間。2番、10秒間。3番、20秒間。4番、30秒間。
R-E2-10_a	正解は、2番。10秒間。
R-E2-10_e	解説。「本日は晴天なり」とよびだしふごうの送信は10秒間まで。
R-E2-11_q	アマチュア局の無線電話通信での応答事項として正しいものはどれか。1番、あいてきょくのよびだしふごう3回以下、こちらは1回、じきょくのよびだしふごう3回。2番、あいてきょくのよびだしふごう3回、こちらは1回、じきょくのよびだしふごう3回。3番、あいてきょくのよびだしふごう2回、こちらは1回、じきょくのよびだしふごう2回。4番、あいてきょくのよびだしふごう3回以下、こちらは1回、じきょくのよびだしふごう1回。
R-E2-11_a	正解は、4番。あいてきょくのよびだしふごう3回以下、こちらは1回、じきょくのよびだしふごう1回。
R-E2-11_e	解説。応答は、あいてきょくのよびだしふごう3回以下、こちらは1回、じきょくのよびだしふごう1回。呼出し、じきょくも3回以下、との違いに注意。
R-E2-12_q	移動するアマチュア局、人工衛星のものを除く、の免許状は、どこに備え付けておかなければならないか。1番、無線設備のじょうちばしょ。2番、受信装置のある場所。3番、めんきょにんの住所。4番、送信空中線の設置場所。
R-E2-12_a	正解は、1番。無線設備のじょうちばしょ。
R-E2-12_e	解説。移動するアマチュア局の免許状は、無線設備のじょうち場所に備え付ける。
R-E3-01_q	日本の国籍を持つ人が開設するアマチュア局の免許の有効期間はどれか。1番、無期限。2番、無線設備が使えなくなるまで。3番、免許の日から数えて5年。4番、免許の日から数えて10年。
R-E3-01_a	正解は、3番。免許の日から数えて5年。
R-E3-01_e	解説。アマチュア局の免許の有効期間は、免許の日から起算して5年。
R-E3-03_q	アナログ信号の単一チャネルで振幅変調した、よくあつはんそうはによる単そくはたいの電話の電波の型式はどれか。1番、エースリーイー。2番、エイチスリーイー。3番、ジェイスリーイー。4番、アールスリーイー。
R-E3-03_a	正解は、3番。ジェイスリーイー。
R-E3-03_e	解説。ジェイがよくあつはんそうはの単そくはたい、いわゆるエスエスビー。エーは両そくはたい、エイチは全搬送波の単そくはたい、アールは低減搬送波の単そくはたい。
R-E3-04_q	無線従事者免許証を返納しなければならないのはどれか。1番、無線設備の操作を5年以上しなかったとき。2番、3か月間業務に従事することを停止されたとき。3番、無線従事者がしっそうの宣告を受けたとき。4番、免許を受けた日から5年がたったとき。
R-E3-04_a	正解は、3番。無線従事者がしっそうの宣告を受けたとき。
R-E3-04_e	解説。死亡やしっそうの宣告を受けたときは、免許証を10日以内に返納する。無線従事者の免許には有効期間はない。
R-E3-05_q	電波法に基づく命令の規定に違反して運用している無線局を見つけたとき、めんきょにんがとらなければならない措置はどれか。1番、その無線局のめんきょにんを告発する。2番、総務大臣に報告する。3番、その無線局の電波の発射を停止させる。4番、その無線局のめんきょにんにその旨を通知する。
R-E3-05_a	正解は、2番。総務大臣に報告する。
R-E3-05_e	解説。違反している無線局を見つけたら総務大臣に報告する。
R-E3-08_q	アマチュア局の発射の制限に関する無線局運用規則の規定で、かっこに入る語句はどれか。「アマチュア局においては、その発射の占有するかっこに含まれているいかなるエネルギーの発射も、その局が動作することを許された周波数帯から逸脱してはならない。」。1番、周波数。2番、特性周波数。3番、基準周波数。4番、周波数帯幅。
R-E3-08_a	正解は、4番。周波数帯幅。
R-E3-08_e	解説。占有する「周波数帯幅」のエネルギーが、許された周波数帯からはみ出してはいけない。バンドの端ぎりぎりで運用するときに注意。
R-E3-09_q	アマチュア局が長時間続けて通報を送信するとき、「こちらは」とじきょくのよびだしふごうを何分ごとを標準として送信しなければならないか。1番、10分。2番、20分。3番、25分。4番、30分。
R-E3-09_a	正解は、1番。10分。
R-E3-09_e	解説。アマチュア局は10分ごとを標準に「こちらは」とじきょくのよびだしふごうを送る。
R-E3-10_q	無線電話通信で、あいてきょくに通報の反復を求めるときはどうするか。1番、「反復してください」と送信する。2番、反復してほしい箇所を2回繰り返し送信する。3番、反復してほしい箇所の次に「反復」を送信する。4番、「反復」の次に反復してほしい箇所を示す。
R-E3-10_a	正解は、4番。「反復」の次に反復してほしい箇所を示す。
R-E3-10_e	解説。「反復」と言ってから、その箇所を示す。
R-E3-12_q	非常の場合の無線通信で、無線電話により連絡を設定するための呼出しでは、よびだしじこうに「非常」を何回前につけるか。1番、1回。2番、2回。3番、3回。4番、4回。
R-E3-12_a	正解は、3番。3回。
R-E3-12_e	解説。呼出しは「非常」を3回前置。応答は応答事項の次に「非常」1回。
R-A1-13_q	4オームの抵抗に直流電圧を加えたら、100ワットの電力が消費された。加えた電圧はいくらか。1番、0.2ボルト。2番、5ボルト。3番、20ボルト。4番、400ボルト。
R-A1-13_a	正解は、3番。20ボルト。
R-A1-13_e	解説。電力は電圧の2乗わる抵抗。電圧の2乗は100かける4で400なので、電圧は20ボルト。
R-A1-15_q	エスエスビー送信機では、エーの増幅器の入力レベルを制限して送信出力がひずまないように、ビーの回路が使われる。エーとビーの組合せで正しいものはどれか。1番、エーは、かんしょう、ビーは、アイディーシー。2番、エーは、電力、ビーは、アイディーシー。3番、エーは、かんしょう、ビーは、エーエルシー。4番、エーは、電力、ビーは、エーエルシー。
R-A1-15_a	正解は、4番。エーは、電力、ビーは、エーエルシー。
R-A1-15_e	解説。エスエスビーでは、電力増幅器への入力が大きすぎてひずまないようにエーエルシー回路を使う。アイディーシーはエフエム送信機で周波数偏移を抑える回路。
R-A1-16_q	直接エフエム方式の送信機の構成が、音声信号入力、エー、電圧制御発振器、かんしょう増幅器、ビー、低域フィルタ、アンテナの順になっている。エーとビーの組合せで正しいものはどれか。1番、エーは、エーエルシー回路、ビーは、電力増幅器。2番、エーは、エーエルシー回路、ビーは、ボックス回路。3番、エーは、アイディーシー回路、ビーは、ボックス回路。4番、エーは、アイディーシー回路、ビーは、電力増幅器。
R-A1-16_a	正解は、4番。エーは、アイディーシー回路、ビーは、電力増幅器。
R-A1-16_e	解説。音声で周波数を変化させる前にアイディーシー回路で周波数偏移が広がりすぎないようにし、最後は電力増幅器で出力を大きくしてから低域フィルタを通す。
R-A1-17_q	スーパヘテロダイン受信機で、近い周波数に対する選択度特性に最も影響するものはどれか。1番、中間周波増幅器。2番、高周波増幅器。3番、周波数変換器。4番、定電圧回路。
R-A1-17_a	正解は、1番。中間周波増幅器。
R-A1-17_e	解説。近接周波数の選択度は中間周波増幅器、とそのフィルタ、で決まる。
R-A1-18_q	シングルスーパヘテロダイン受信機の局部発振器に求められる条件はどれか。1番、発振周波数が受信周波数と等しいこと。2番、スプリアス成分が少ないこと。3番、発振出力の振幅を変えられること。4番、水晶発振器であること。
R-A1-18_a	正解は、2番。スプリアス成分が少ないこと。
R-A1-18_e	解説。局部発振器に不要な成分、スプリアス、が多いと、混信やスプリアス受信の原因になる。発振周波数は受信周波数と中間周波数だけずれている。
R-A1-19_q	アマチュア局が出した435メガヘルツ帯の電波、基本波、が、地デジ、470から710メガヘルツ、のアンテナ直下型受信用ブースタに入り込んで障害を与えた。防ぐために地デジアンテナとブースタの間に入れるものはどれか。1番、ラインフィルタ。2番、トラップフィルタ、バンドエリミネーションフィルタ。3番、同軸避雷器。4番、エスダブリューアールメータ。
R-A1-19_a	正解は、2番。トラップフィルタ、バンドエリミネーションフィルタ。
R-A1-19_e	解説。特定の周波数、435メガヘルツ帯、だけを落とし、テレビの周波数は通すトラップフィルタ、帯域除去フィルタ、を受信側に入れる。
R-A1-20_q	エーエムラジオ受信機に、希望する電波とは別の周波数の強い妨害波が入ると、希望波が妨害波の変調信号で変調されてビーシーアイを起こすことがある。この現象を何というか。1番、過変調。2番、平衡変調。3番、こんへんちょう。4番、位相変調。
R-A1-20_a	正解は、3番。こんへんちょう。
R-A1-20_e	解説。強い妨害波の変調が希望波に乗り移る現象をこんへんちょうという。
R-A1-21_q	21メガヘルツ用のブラウンアンテナ、グランドプレーンアンテナ、の放射エレメントの長さは、ほぼいくらか。1番、14.3メートル。2番、7.2メートル。3番、3.6メートル。4番、1.8メートル。
R-A1-21_a	正解は、3番。3.6メートル。
R-A1-21_e	解説。波長イコール300わる21でおよそ14.3メートル。放射エレメントは4分の1波長なので約3.6メートル。
R-A1-24_q	ディップメータの用途として正しいものはどれか。1番、アンテナのエスダブリューアールの測定。2番、高周波電圧の測定。3番、送信機の占有周波数帯幅の測定。4番、同調回路の共振周波数の測定。
R-A1-24_a	正解は、4番。同調回路の共振周波数の測定。
R-A1-24_e	解説。ディップメータは、同調回路の共振周波数を調べる測定器。
R-A2-13_q	次の記述のうち、誤っているものはどれか。1番、導線の抵抗が大きいほど、交流電流は流れにくくなる。2番、コイルのインダクタンスが大きいほど、交流電流は流れにくくなる。3番、コンデンサの静電容量が大きいほど、交流電流は流れにくくなる。4番、導線の断面積が小さいほど、交流電流は流れにくくなる。
R-A2-13_a	正解は、3番。コンデンサの静電容量が大きいほど、交流電流は流れにくくなる。
R-A2-13_e	解説。コンデンサは静電容量が大きいほど交流を通しやすくなる、リアクタンスが小さくなる。コイルは逆にインダクタンスが大きいほど通しにくい。
R-A2-14_q	一定の振幅の搬送波を単一の正弦波で振幅変調した変調波、エースリーイー、で、変調波の最大振幅が90ボルト、搬送波の振幅が60ボルトだった。変調度はいくらか。1番、15.0パーセント。2番、30.0パーセント。3番、33.3パーセント。4番、50.0パーセント。
R-A2-14_a	正解は、4番。50.0パーセント。
R-A2-14_e	解説。変調度は、最大振幅から搬送波の振幅を引いて、搬送波の振幅でわったもの。90ひく60は30、30わる60で、50パーセント。
R-A2-16_q	エフエム、エフスリーイー、送信機では、音声信号で搬送波をどう変化させるか。1番、搬送波の発射を断続させる。2番、振幅を変化させる。3番、周波数を変化させる。4番、振幅と周波数をどちらも変化させる。
R-A2-16_a	正解は、3番。周波数を変化させる。
R-A2-16_e	解説。エフエムは周波数変調なので、音声に合わせて周波数を変える。振幅は一定。
R-A2-17_q	シングルスーパヘテロダイン受信機で、エーを設けると周波数変換部で出る雑音の影響が少なくなるので、ビーが良くなる。エーとビーの組合せで正しいものはどれか。1番、エーは、高周波増幅部、ビーは、信号対雑音比。2番、エーは、高周波増幅部、ビーは、安定度。3番、エーは、低周波増幅部、ビーは、信号対雑音比。4番、エーは、低周波増幅部、ビーは、安定度。
R-A2-17_a	正解は、1番。エーは、高周波増幅部、ビーは、信号対雑音比。
R-A2-17_e	解説。周波数変換の前に高周波増幅で信号を大きくしておくと、変換部の雑音が相対的に小さくなり、信号対雑音比が良くなる。
R-A2-18_q	エフエム、エフスリーイー、受信機の周波数べんべつきの働きはどれか。1番、近い周波数による混信を取り除く。2番、受信電波がなくなったときに出る大きな雑音を消す。3番、受信電波の振幅を一定にして、振幅の変化を取り除く。4番、受信電波の周波数の変化を振幅の変化に変えて、信号を取り出す。
R-A2-18_a	正解は、4番。受信電波の周波数の変化を振幅の変化に変えて、信号を取り出す。
R-A2-18_e	解説。周波数べんべつきはエフエムの検波器。2はスケルチ、3はリミッタの説明。
R-A2-19_q	28メガヘルツの電波を送信したら、エフエム放送の受信に混信を与えた。送信側で考えられる原因として正しいものはどれか。1番、ていちょうはが発射されている。2番、同軸給電線が断線している。3番、スケルチを強くかけすぎている。4番、第3高調波が強く発射されている。
R-A2-19_a	正解は、4番。第3高調波が強く発射されている。
R-A2-19_e	解説。28メガヘルツの3倍は84メガヘルツで、エフエム放送の周波数帯に入る。第3高調波が原因。
R-A2-20_q	夏の昼間に50メガヘルツ帯で交信していたら、数百キロメートル離れた場所の同じ周波数帯の受信機に強い混信を与えた。考えられる原因はどれか。1番、くうでんによる混信。2番、スポラジックイーそうによる伝搬。3番、地表波による伝搬。4番、高調波の放射による混信。
R-A2-20_a	正解は、2番。スポラジックイーそうによる伝搬。
R-A2-20_e	解説。夏の昼間に突然現れるスポラジックイーそうが50メガヘルツ帯などの電波を反射し、遠くまで届くことがある。
R-A2-21_q	半波長ダイポールアンテナのきゅうでんてんインピーダンスは、ほぼいくらか。1番、36オーム。2番、75オーム。3番、150オーム。4番、300オーム。
R-A2-21_a	正解は、2番。75オーム。
R-A2-21_e	解説。半波長ダイポールのきゅうでんてんインピーダンスは約73から75オーム。4分の1波長垂直接地アンテナは約36オーム。
R-A2-23_q	シリコン接合ダイオードに加えるエーを少しずつ大きくすると、ある電圧で急に大きな電流が流れるようになる。この性質を利用するダイオードをビーという。エーとビーの組合せで正しいものはどれか。1番、エーは、逆方向電圧、ビーは、バラクタダイオード。2番、エーは、順方向電圧、ビーは、定電圧ダイオード。3番、エーは、逆方向電圧、ビーは、定電圧ダイオード。4番、エーは、順方向電圧、ビーは、バラクタダイオード。
R-A2-23_a	正解は、3番。エーは、逆方向電圧、ビーは、定電圧ダイオード。
R-A2-23_e	解説。逆方向電圧で急に電流が流れる降伏現象を利用するのが定電圧ダイオード、ツェナーダイオード。バラクタダイオードは静電容量が変わる性質を利用する。
R-A2-24_q	エスダブリューアールメータで測定できるものはどれか。1番、周波数。2番、電気抵抗。3番、ていざいはひ。4番、変調度。
R-A2-24_a	正解は、3番。ていざいはひ。
R-A2-24_e	解説。エスダブリューアールはていざいはひのこと。アンテナと給電線の整合具合を調べるのに使う。
R-A3-13_q	抵抗、コイル、コンデンサを並列につないだ並列共振回路で、回路のインピーダンスをゼット、回路に流れる電流をアイとする。共振したとき、ゼットとアイはどうなるか。1番、ゼットは、最大、アイは、最大。2番、ゼットは、最大、アイは、最小。3番、ゼットは、最小、アイは、最小。4番、ゼットは、最小、アイは、最大。
R-A3-13_a	正解は、2番。ゼットは、最大、アイは、最小。
R-A3-13_e	解説。並列共振ではインピーダンスが最大になり、電流は最小になる。直列共振はその逆。
R-A3-14_q	変調された信号の中から音声信号を取り出す回路はどれか。1番、検波回路。2番、増幅回路。3番、変調回路。4番、発振回路。
R-A3-14_a	正解は、1番。検波回路。
R-A3-14_e	解説。変調された電波から元の信号を取り出すのが検波、復調。
R-A3-15_q	エスエスビー、ジェイスリーイー、波を作る回路で、1506.5キロヘルツの搬送波と1.5キロヘルツの信号波を平衡変調器に入れ、上そくはたいを通す帯域フィルタを通した。出力に現れる周波数はどれか。1番、1503.5キロヘルツ。2番、1505.0キロヘルツ。3番、1508.0キロヘルツ。4番、1509.5キロヘルツ。
R-A3-15_a	正解は、3番。1508.0キロヘルツ。
R-A3-15_e	解説。平衡変調器の出力は搬送波±信号波。上そくはたいは1506.5たす1.5イコール1508.0キロヘルツ。
R-A3-16_q	エスエスビー、ジェイスリーイー、トランシーバの送信部で、送話の音声があるかないかで自動的に送信と受信を切り替える働きをするのはどれか。1番、エーエルシー回路。2番、ボックス回路。3番、帯域フィルタ、バンドパスフィルタ。4番、平衡変調器。
R-A3-16_a	正解は、2番。ボックス回路。
R-A3-16_e	解説。ボックスは声を出すと自動で送信に切り替わる回路。
R-A3-17_q	エスエスビー、ジェイスリーイー、受信機にクラリファイヤ、またはアールアイティー、を設ける目的はどれか。1番、受信信号のめいりょうどを良くする。2番、受信の強さの変動を防ぐ。3番、受信周波数の目盛を校正する。4番、受信雑音を減らす。
R-A3-17_a	正解は、1番。受信信号のめいりょうどを良くする。
R-A3-17_e	解説。エスエスビーは周波数が少しずれると声が不自然になるので、受信周波数を微調整して聞き取りやすくする。
R-A3-18_q	エフエム、エフスリーイー、受信機のスケルチ回路の説明で正しいものはどれか。1番、受信電波がないときに出る大きな雑音を消す回路。2番、受信電波の振幅を一定にして、振幅の変化を取り除く回路。3番、受信電波の周波数の変化を振幅の変化に変えて、信号を取り出す回路。4番、近い周波数による混信を取り除く回路。
R-A3-18_a	正解は、1番。受信電波がないときに出る大きな雑音を消す回路。
R-A3-18_e	解説。スケルチは無信号時の「ザー」という雑音を消す。2はリミッタ、3は周波数べんべつき。
R-A3-19_q	無線送信機にぎじ負荷を使う目的として正しいものはどれか。1番、送信周波数を安定させるため。2番、調整中に電波を外に出さないため。3番、送信機の消費電力を節約するため。4番、寄生振動を防ぐため。
R-A3-19_a	正解は、2番。調整中に電波を外に出さないため。
R-A3-19_e	解説。ぎじ負荷、ダミーロード、はアンテナの代わりにつなぎ、調整中に電波を外に出さないようにする。
R-A3-20_q	送信機で出る高調波がアンテナから発射されないように、送信機のアンテナ端子と給電線の間に入れるものはどれか。1番、ラインフィルタ。2番、高域フィルタ、ハイパスフィルタ。3番、同軸避雷器。4番、低域フィルタ、ローパスフィルタ。
R-A3-20_a	正解は、4番。低域フィルタ、ローパスフィルタ。
R-A3-20_e	解説。高調波は送信周波数より高いので、低い周波数だけを通す低域フィルタ、ローパスフィルタ、で取り除く。
R-A3-22_q	スポラジックイーそうは、エーの昼間に多く発生し、ビーの帯の電波を反射することがある。エーとビーの組合せで正しいものはどれか。1番、エーは、夏季、ビーは、エスエイチエフ。2番、エーは、夏季、ビーは、ブイエイチエフ。3番、エーは、冬季、ビーは、ブイエイチエフ。4番、エーは、冬季、ビーは、エスエイチエフ。
R-A3-22_a	正解は、2番。エーは、夏季、ビーは、ブイエイチエフ。
R-A3-22_e	解説。スポラジックイーそうは夏の昼間に多く、ふだんは突き抜けるブイエイチエフ帯、50メガヘルツ帯など、も反射する。
R-A3-23_q	リチウムイオン蓄電池は小型軽量で、電池1個あたりの端子電圧は1.2ボルトよりエー。自己放電がニッケルカドミウム蓄電池より少なく、メモリー効果がないので継ぎ足し充電がビー。破損や変形による発熱・発火の危険性がシー。組合せで正しいものはどれか。1番、エーは、低い、ビーは、できない、シーは、ある。2番、エーは、低い、ビーは、できる、シーは、ない。3番、エーは、高い、ビーは、できない、シーは、ない。4番、エーは、高い、ビーは、できる、シーは、ある。
R-A3-23_a	正解は、4番。エーは、高い、ビーは、できる、シーは、ある。
R-A3-23_e	解説。リチウムイオン電池は1個あたり約3.6から3.7ボルトと高く、継ぎ足し充電ができる。ただし破損・変形で発熱・発火の危険がある。ドローンのバッテリーと同じ注意点。
R-A3-24_q	電流計に、その電流計の内部抵抗の4分の1の値のぶんりゅうきを並列につなぐと、測定範囲は元の何倍になるか。1番、2倍。2番、4倍。3番、5倍。4番、6倍。
R-A3-24_a	正解は、3番。5倍。
R-A3-24_e	解説。ぶんりゅうきには電流計の4倍の電流が流れるので、全体では1たす4イコール5倍まで測れる。倍率イコール1たす内部抵抗わるぶんりゅうきの抵抗。
sys_houki	法規。
sys_kougaku	無線工学。
sys_correct	正解です。
sys_wrong	不正解です。
sys_sample	周波数は145メガヘルツ、空中線電力は20ワット、抵抗は50オームです。
sys_dai_001	第1問。
sys_dai_002	第2問。
sys_dai_003	第3問。
sys_dai_004	第4問。
sys_dai_005	第5問。
sys_dai_006	第6問。
sys_dai_007	第7問。
sys_dai_008	第8問。
sys_dai_009	第9問。
sys_dai_010	第10問。
sys_dai_011	第11問。
sys_dai_012	第12問。
sys_dai_013	第13問。
sys_dai_014	第14問。
sys_dai_015	第15問。
sys_dai_016	第16問。
sys_dai_017	第17問。
sys_dai_018	第18問。
sys_dai_019	第19問。
sys_dai_020	第20問。
sys_dai_021	第21問。
sys_dai_022	第22問。
sys_dai_023	第23問。
sys_dai_024	第24問。
sys_dai_025	第25問。
sys_dai_026	第26問。
sys_dai_027	第27問。
sys_dai_028	第28問。
sys_dai_029	第29問。
sys_dai_030	第30問。
sys_dai_031	第31問。
sys_dai_032	第32問。
sys_dai_033	第33問。
sys_dai_034	第34問。
sys_dai_035	第35問。
sys_dai_036	第36問。
sys_dai_037	第37問。
sys_dai_038	第38問。
sys_dai_039	第39問。
sys_dai_040	第40問。
sys_dai_041	第41問。
sys_dai_042	第42問。
sys_dai_043	第43問。
sys_dai_044	第44問。
sys_dai_045	第45問。
sys_dai_046	第46問。
sys_dai_047	第47問。
sys_dai_048	第48問。
sys_dai_049	第49問。
sys_dai_050	第50問。
sys_dai_051	第51問。
sys_dai_052	第52問。
sys_dai_053	第53問。
sys_dai_054	第54問。
sys_dai_055	第55問。
sys_dai_056	第56問。
sys_dai_057	第57問。
sys_dai_058	第58問。
sys_dai_059	第59問。
sys_dai_060	第60問。
sys_dai_061	第61問。
sys_dai_062	第62問。
sys_dai_063	第63問。
sys_dai_064	第64問。
sys_dai_065	第65問。
sys_dai_066	第66問。
sys_dai_067	第67問。
sys_dai_068	第68問。
sys_dai_069	第69問。
sys_dai_070	第70問。
sys_dai_071	第71問。
sys_dai_072	第72問。
sys_dai_073	第73問。
sys_dai_074	第74問。
sys_dai_075	第75問。
sys_dai_076	第76問。
sys_dai_077	第77問。
sys_dai_078	第78問。
sys_dai_079	第79問。
sys_dai_080	第80問。
sys_dai_081	第81問。
sys_dai_082	第82問。
sys_dai_083	第83問。
sys_dai_084	第84問。
sys_dai_085	第85問。
sys_dai_086	第86問。
sys_dai_087	第87問。
sys_dai_088	第88問。
sys_dai_089	第89問。
sys_dai_090	第90問。
sys_dai_091	第91問。
sys_dai_092	第92問。
sys_dai_093	第93問。
sys_dai_094	第94問。
sys_dai_095	第95問。
sys_dai_096	第96問。
sys_dai_097	第97問。
sys_dai_098	第98問。
sys_dai_099	第99問。
sys_dai_100	第100問。
sys_dai_101	第101問。
sys_dai_102	第102問。
sys_dai_103	第103問。
sys_dai_104	第104問。
sys_dai_105	第105問。
sys_dai_106	第106問。
sys_dai_107	第107問。
sys_dai_108	第108問。
sys_dai_109	第109問。
sys_dai_110	第110問。
sys_dai_111	第111問。
